job_title_normalized,category_clean,experience_bucket,state_region,avg_salary_myr
IT Business / System Analyst,Information And Communication Technology,1-3,Selangor,4250.0
General - IT,Information And Communication Technology,4-5,Selangor,6000.0
Engineer,Engineering,1-3,Johor,3250.0
General - Accounting,Accounting,1-3,Selangor,2500.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,5000.0
General - Accounting,Accounting,6-10,Johor,4000.0
General - Sales,Sales,Intern/<1,Kedah,3750.0
General - Trades & Services,Trades And Services,1-3,Penang,2750.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,8500.0
General - Accounting,Accounting,1-3,Johor,2916.5
Admin / Support,Accounting,4-5,Selangor,8500.0
Management / Project Management - Construction,Construction,1-3,Selangor,6250.0
General - Accounting,Accounting,1-3,Johor,5000.0
Maintenance & Facilities,"Manufacturing, Transport And Logistics",1-3,Selangor,5000.0
Technician,Engineering,1-3,Selangor,2150.0
Admin / Support,Accounting,Intern/<1,Johor,2900.0
Administrator / Office Executive,Administration And Office Support,1-3,Kuala Lumpur,4500.0
General - Accounting,Accounting,1-3,Selangor,2750.0
Admin / Support,Accounting,Intern/<1,Melaka,2150.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Kuala Lumpur,5000.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,3100.0
Operations / Service Coordinator,Administration And Office Support,1-3,Johor,2700.0
Internship - Banking & Finance,Banking And Financial Services,1-3,Johor,625.0
Management / Project Management - Construction,Construction,4-5,Negeri Sembilan,5500.0
Management / Project Management - Construction,Construction,4-5,Kuala Lumpur,33520.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",Intern/<1,Selangor,2650.0
IT Business / System Analyst,Information And Communication Technology,1-3,Kuala Lumpur,3150.0
Admin / Support,Accounting,Intern/<1,Selangor,2450.0
General - Sales,Sales,1-3,Johor,6000.0
Drafting / Cad / Bim,Engineering,1-3,Selangor,3000.0
General - Administration,Administration And Office Support,1-3,Johor,6750.0
Audit / Internal Audit,Accounting,1-3,Kuala Lumpur,1250.0
General - Engineering,Engineering,1-3,Johor,10000.0
IT Manager,Information And Communication Technology,1-3,Kuala Lumpur,8750.0
General - Accounting,Accounting,1-3,Johor,4250.0
HR / Recruitment Manager,Human Resources And Recruitment,6-10,Selangor,10000.0
General - IT,Information And Communication Technology,1-3,Selangor,8400.0
Management / Project Management - Construction,Construction,1-3,Selangor,2500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Selangor,4200.0
Technician,Engineering,4-5,Penang,3850.0
Engineer,Engineering,Intern/<1,Johor,3166.5
General - IT,Information And Communication Technology,4-5,Selangor,7500.0
General - Accounting,Accounting,1-3,Perak,2916.5
Management / Project Management - Construction,Construction,4-5,Selangor,6500.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,3750.0
Engineer,Engineering,1-3,Sarawak,4350.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Selangor,2800.0
General - Banking & Finance,Banking And Financial Services,6-10,Kuala Lumpur,7500.0
HR / Recruitment Executive,Human Resources And Recruitment,4-5,Kuala Lumpur,5150.0
General - IT,Information And Communication Technology,1-3,Penang,3500.0
Engineer,Engineering,4-5,Penang,4000.0
Admin Assistant / Clerk,Administration And Office Support,4-5,Penang,2250.0
General - Accounting,Accounting,4-5,Kuala Lumpur,5750.0
Admin / Support,Accounting,1-3,Penang,6750.0
Accountant / Full Set Accounting,Accounting,Intern/<1,Kuala Lumpur,3000.0
IT Business / System Analyst,Information And Communication Technology,1-3,Kuala Lumpur,8500.0
General - Sales,Sales,Intern/<1,Johor,4200.0
General - Engineering,Engineering,1-3,Selangor,4250.0
Technicians / Skilled Trades,Trades And Services,10+,Melaka,2400.0
Engineer,Engineering,1-3,Penang,6666.5
General - Engineering,Engineering,4-5,Kuala Lumpur,6666.5
Engineer,Engineering,Intern/<1,Selangor,7500.0
Engineer,Engineering,1-3,Kuala Lumpur,4250.0
Engineer,Engineering,4-5,Selangor,5000.0
General - Accounting,Accounting,4-5,Kuala Lumpur,6250.0
General - Accounting,Accounting,1-3,Kuala Lumpur,4750.0
Admin / Support,Accounting,1-3,Selangor,3150.0
General - IT,Information And Communication Technology,1-3,Selangor,5250.0
Engineer,Engineering,1-3,Johor,3200.0
HR / Recruitment Executive,Human Resources And Recruitment,Intern/<1,Kuala Lumpur,3400.0
Admin / Support,Accounting,1-3,Kuala Lumpur,2500.0
General - Engineering,Engineering,1-3,Selangor,4000.0
Management / Leadership,Sales,4-5,Selangor,7500.0
Admin / Support,Accounting,4-5,Kuala Lumpur,4750.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,3000.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Johor,3650.0
Technician,Engineering,10+,Kuala Lumpur,4150.0
General - Accounting,Accounting,1-3,Johor,3250.0
General - Accounting,Accounting,1-3,Selangor,4200.0
General - IT,Information And Communication Technology,1-3,Selangor,6750.0
Customer Service / Customer Support,Administration And Office Support,Intern/<1,Johor,2700.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Negeri Sembilan,2500.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Selangor,3125.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Kuala Lumpur,3500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Selangor,3950.0
IT Manager,Information And Communication Technology,4-5,Kuala Lumpur,9000.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Melaka,2750.0
General - Banking & Finance,Banking And Financial Services,1-3,Kuala Lumpur,2800.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Kuala Lumpur,3050.0
Engineer,Engineering,1-3,Others,4650.0
Engineer,Engineering,1-3,Selangor,3050.0
General - Accounting,Accounting,1-3,Johor,2850.0
Business Development / Corporate Sales,Sales,Intern/<1,Kuala Lumpur,3500.0
Management / Leadership,Sales,1-3,Kuala Lumpur,14350.0
Accountant / Full Set Accounting,Accounting,1-3,Kedah,2750.0
Engineer,Engineering,1-3,Johor,5000.0
Audit / Internal Audit,Accounting,Intern/<1,Johor,3750.0
Admin / Support,Accounting,Intern/<1,Penang,2500.0
General - Sales,Sales,1-3,Penang,6750.0
General - Accounting,Accounting,6-10,Selangor,10250.0
Sales / Business Development,Banking And Financial Services,Intern/<1,Selangor,4250.0
General - Accounting,Accounting,1-3,Johor,5250.0
General - Accounting,Accounting,1-3,Selangor,5000.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Selangor,3000.0
Engineer,Engineering,1-3,Selangor,4400.0
General - Administration,Administration And Office Support,1-3,Kuala Lumpur,950.0
Admin / Support,Accounting,Intern/<1,Kuala Lumpur,2250.0
General - Accounting,Accounting,1-3,Selangor,4360.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Johor,5000.0
Data Analyst / Data Scientist,Information And Communication Technology,1-3,Selangor,4500.0
Management / Project Management - Construction,Construction,1-3,Johor,3500.0
General - Accounting,Accounting,Intern/<1,Penang,2750.0
General - Accounting,Accounting,1-3,Kuala Lumpur,2900.0
General - Banking & Finance,Banking And Financial Services,1-3,Kuala Lumpur,4500.0
Engineer,Engineering,Intern/<1,Johor,3100.0
General - Accounting,Accounting,4-5,Selangor,4550.0
Management / Project Management - Construction,Construction,1-3,Others,3500.0
Admin Assistant / Clerk,Administration And Office Support,4-5,Penang,2500.0
Tax / Compliance,Accounting,1-3,Kuala Lumpur,3750.0
General - Administration,Administration And Office Support,Intern/<1,Kuala Lumpur,2750.0
General - Sales,Sales,1-3,Selangor,3750.0
General - Accounting,Accounting,4-5,Johor,3500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Selangor,3100.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,3250.0
General - Engineering,Engineering,4-5,Penang,9000.0
Admin / Assistant / Support,Banking And Financial Services,10+,Kuala Lumpur,4750.0
General - Engineering,Engineering,1-3,Johor,6000.0
General - Accounting,Accounting,4-5,Kedah,4250.0
Admin / Support,Accounting,Intern/<1,Kuala Lumpur,2500.0
Admin / Support,Accounting,1-3,Sarawak,3150.0
General - IT,Information And Communication Technology,Intern/<1,Penang,2250.0
General - Accounting,Accounting,Intern/<1,Selangor,4200.0
Recruitment Consultant / Recruiter,Human Resources And Recruitment,1-3,Selangor,6000.0
Engineer,Engineering,Intern/<1,Kelantan,4750.0
Management / Leadership,Sales,1-3,Selangor,4500.0
Software Developer,Information And Communication Technology,1-3,Selangor,17000.0
Audit / Internal Audit,Accounting,1-3,Selangor,5000.0
Engineer,Engineering,4-5,Pahang,11000.0
Admin / Support,Accounting,Intern/<1,Johor,3400.0
General - Accounting,Accounting,Intern/<1,Johor,3750.0
General - Administration,Administration And Office Support,1-3,Selangor,2500.0
Internship - HR & Recruitment,Human Resources And Recruitment,1-3,Kuala Lumpur,3450.0
General - Engineering,Engineering,Intern/<1,Johor,3300.0
General - Accounting,Accounting,10+,Perak,2500.0
General - Sales,Sales,1-3,Penang,5000.0
Engineer,Engineering,1-3,Penang,7500.0
Administrator / Office Executive,Administration And Office Support,1-3,Kuala Lumpur,2500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Kuala Lumpur,5750.0
HR Admin / Support,Human Resources And Recruitment,4-5,Kuala Lumpur,6000.0
Secretary / Personal Assistant,Administration And Office Support,Intern/<1,Johor,3750.0
General - Accounting,Accounting,4-5,Kuala Lumpur,9000.0
General - Accounting,Accounting,1-3,Selangor,5500.0
General - Design & Architecture,Design And Architecture,1-3,Selangor,5000.0
Talent Acquisition / Sourcing Specialist,Human Resources And Recruitment,1-3,Selangor,4250.0
General - Accounting,Accounting,Intern/<1,Penang,2500.0
Accountant / Full Set Accounting,Accounting,4-5,Selangor,5000.0
Technician,Engineering,1-3,Kedah,1750.0
General - Accounting,Accounting,Intern/<1,Selangor,3850.0
Drafting / Cad / Bim,Engineering,1-3,Selangor,3750.0
HR / Recruitment Executive,Human Resources And Recruitment,Intern/<1,Selangor,3350.0
General - IT,Information And Communication Technology,1-3,Selangor,4000.0
Software Developer,Information And Communication Technology,4-5,Kuala Lumpur,8500.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Penang,3000.0
General - Accounting,Accounting,1-3,Johor,2500.0
Drafting / Cad / Bim,Engineering,1-3,Selangor,3350.0
Software Developer,Information And Communication Technology,1-3,Selangor,5250.0
HR Executive,Human Resources And Recruitment,4-5,Kuala Lumpur,4750.0
Secretary / Personal Assistant,Administration And Office Support,Intern/<1,Kuala Lumpur,3750.0
Management / Project Management - Construction,Construction,1-3,Selangor,3400.0
Admin / Support,Accounting,1-3,Kuala Lumpur,4250.0
General - Accounting,Accounting,1-3,Perak,3200.0
General - IT,Information And Communication Technology,6-10,Kuala Lumpur,4750.0
General - Accounting,Accounting,Intern/<1,Selangor,4250.0
General - Consulting & Strategy,Consulting And Strategy,1-3,Kuala Lumpur,3500.0
General - Accounting,Accounting,4-5,Johor,24092.500000000004
Internship - Consulting & Strategy,Consulting And Strategy,1-3,Johor,850.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Penang,2150.0
General - Sales,Sales,1-3,Selangor,4750.0
General - Banking & Finance,Banking And Financial Services,1-3,Selangor,5000.0
General - Accounting,Accounting,1-3,Selangor,3850.0
Tax / Compliance,Accounting,6-10,Kuala Lumpur,9000.0
Data Governance / Data Management Specialist,Information And Communication Technology,1-3,Kuala Lumpur,8000.0
IT Support / Service Desk,Information And Communication Technology,4-5,Kuala Lumpur,7600.0
Management / Leadership,Sales,1-3,Pahang,4750.0
General - Sales,Sales,1-3,Perak,3400.0
Accountant / Full Set Accounting,Accounting,6-10,Kuala Lumpur,4750.0
HR Executive,Human Resources And Recruitment,6-10,Negeri Sembilan,12500.0
Accountant / Full Set Accounting,Accounting,Intern/<1,Kuala Lumpur,3600.0
IT Business / System Analyst,Information And Communication Technology,Intern/<1,Selangor,5600.0
Admin / Support,Accounting,6-10,Selangor,5900.0
Admin / Support,Accounting,1-3,Johor,3250.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Kuala Lumpur,2800.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Kedah,5000.0
Internship - Accounting,Accounting,1-3,Kuala Lumpur,850.0
Direct Sales / Advisors / Consultants,Sales,1-3,Kuala Lumpur,4000.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,5850.0
Software Developer,Information And Communication Technology,1-3,Kuala Lumpur,8500.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,3600.0
HR Executive,Human Resources And Recruitment,1-3,Selangor,5250.0
General - Accounting,Accounting,1-3,Selangor,17500.0
General - Sales,Sales,1-3,Kuala Lumpur,4250.0
General - IT,Information And Communication Technology,1-3,Selangor,6000.0
General - Accounting,Accounting,1-3,Kuala Lumpur,4250.0
HR Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,4250.0
Management / Leadership / Executive,Science And Technology,Intern/<1,Johor,3750.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Selangor,9000.0
HR Executive,Human Resources And Recruitment,6-10,Kuala Lumpur,39805.00000000001
Admin Assistant / Clerk,Administration And Office Support,1-3,Kuala Lumpur,4100.0
Engineer,Engineering,1-3,Penang,5500.0
Admin / Support,Accounting,1-3,Selangor,2550.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,2950.0
Engineer,Engineering,1-3,Johor,4750.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,2750.0
General - IT,Information And Communication Technology,1-3,Selangor,5750.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,3400.0
General - IT,Information And Communication Technology,6-10,Selangor,6000.0
Admin / Support,Accounting,Intern/<1,Selangor,2750.0
Urban / Planning Designer,Design And Architecture,4-5,Sabah,4850.0
Management / Project Management - Construction,Construction,4-5,Johor,9000.0
General - Engineering,Engineering,6-10,Penang,7500.0
Project / Planning / Coordination,Engineering,1-3,Johor,2800.0
Risk / Compliance / Aml / Fraud,Banking And Financial Services,1-3,Selangor,950.0
IT Manager,Information And Communication Technology,6-10,Kuala Lumpur,11250.0
Secretary / Personal Assistant,Administration And Office Support,1-3,Selangor,3200.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,3350.0
Engineer,Engineering,6-10,Selangor,8500.0
Software Developer,Information And Communication Technology,1-3,Johor,3750.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,3000.0
General - Accounting,Accounting,Intern/<1,Selangor,7500.0
Technician,Engineering,Intern/<1,Johor,2000.0
General - IT,Information And Communication Technology,4-5,Selangor,1145.8333333333333
Software Developer,Information And Communication Technology,4-5,Kuala Lumpur,5250.0
General - Accounting,Accounting,1-3,Penang,2150.0
General - Banking & Finance,Banking And Financial Services,1-3,Kuala Lumpur,4250.0
Business Development / Corporate Sales,Sales,Intern/<1,Selangor,3750.0
General - Accounting,Accounting,4-5,Selangor,33520.0
HR / Recruitment Manager,Human Resources And Recruitment,4-5,Labuan,9000.0
Business Support / Coordinator,Administration And Office Support,1-3,Selangor,4500.0
Management / Leadership,Sales,6-10,Kuala Lumpur,9000.0
General - Administration,Administration And Office Support,1-3,Selangor,2600.0
Admin / Support,Accounting,Intern/<1,Kuala Lumpur,3000.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Penang,2250.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Sarawak,2250.0
General - Administration,Administration And Office Support,1-3,Johor,1750.0
Administrator / Office Executive,Administration And Office Support,1-3,Johor,2750.0
Engineer,Engineering,1-3,Selangor,4375.0
Admin / Support,Accounting,1-3,Kuala Lumpur,4500.0
General - Engineering,Engineering,1-3,Penang,5000.0
Software Developer,Information And Communication Technology,1-3,Kuala Lumpur,4250.0
Audit / Internal Audit,Accounting,Intern/<1,Kuala Lumpur,3750.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Kuala Lumpur,2250.0
HR Executive,Human Resources And Recruitment,Intern/<1,Selangor,3600.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Melaka,2500.0
